sido,sgg,population,lat,long,sido_sgg,sido_code,sgg_code,image_src,description,tourism_link
경기도,구리,194389,37.5943124,127.1295646,경기도 구리,31,6,https://tong.visitkorea.or.kr/cms/resource/22/1963222_image2_1.jpg,동쪽과 북쪽으로 남양주시[.] 서쪽으로 서울특별시 노원구·중랑구·광진구[.] 남쪽으로 한강을 사이로 서울특별시 강동구와 접한다. 서남쪽에 아차산(297m)과 용마봉[.] 북동쪽에 검암산이 있어 구릉지를 이룬다. 구릉지는 거의 호상편마암과 대보화강암으로 이루어져 있다.,http://www.guri.go.kr/cms/content/view/2105
경기도,남양주,724183,37.6360028,127.2165279,경기도 남양주,31,9,https://tong.visitkorea.or.kr/cms/resource/38/2617838_image2_1.jpg,동경 127°05′∼127°31′[.] 북위 37°31′∼37°41′에 있다. 북쪽으로 포천시·의정부시[.] 동쪽으로 가평군[.] 북한강을 경계로 양평군[.] 남쪽으로 한강을 경계로 광주시·하남시[.] 서쪽으로 구리시·서울특별시와 접한다. 남부의 한강 유역에는 사암·역암·점토 등으로 이루어진 충적층이 나타나고[.] 동부 일대는 편암·반상변정질 편마암이 분포하며[.] 그밖의 대부분 지역은 호상편마암으로 되어 있다. 시내를 광주산맥이 지나고 있어 복잡한 지형을 이룬다.,https://www.nyj.go.kr/culture/223
경기도,오산,230705,37.14980960000001,127.0772212,경기도 오산,31,22,https://tong.visitkorea.or.kr/cms/resource/35/2675335_image2_1.jpg,동경 127°[.] 북위 37°에 있다. 북쪽으로 화성시 병점동·안녕동읍[.] 동쪽으로 화성시 동탄면[.] 서쪽으로 화성시 정남면과 접하며[.] 남쪽으로 평택시와 경계를 이룬다.,https://www.osan.go.kr/depart/contents.do?mId=0910030000
경기도,시흥,511314,37.37988770000001,126.8031025,경기도 시흥,31,14,https://tong.visitkorea.or.kr/cms/resource/12/2671612_image2_1.jpg,북쪽으로 부천시[.] 동쪽으로 광명시·안양시[.] 남쪽으로 안산시[.] 서쪽으로 인천광역시와 접하고 서해에 면한다. 서울·인천·부천시 등과 가깝고 교통이 편리하여 수도권의 주거·공업 분담도시이다.,https://www.siheung.go.kr/portal/treasureMap/list.do?mId=0801020000
경기도,군포,270584,37.3616703,126.9351741,경기도 군포,31,7,https://tong.visitkorea.or.kr/cms/resource/53/1253553_image2_1.jpg,북쪽은 안양시[.] 서쪽은 안산시[.] 남쪽은 수원시[.] 동쪽은 의왕시에 접한다. 2013년 기준 11개동으로 이루어져 있으며[.] 시청소재지는 군포시 청백리길 6(금정동 844)이다.,http://culture.gunpo.go.kr/main/culture/index.jsp
경기도,의왕,162215,37.344701,126.9683104,경기도 의왕,31,24,https://tong.visitkorea.or.kr/cms/resource/71/1591571_image2_1.jpg,동경 126°55′~ 127°03′[.] 북위 37°18′~ 37°24′에 위치하고 있다. 경기도 중서부에 위치하고 있으며 동서가 협소하고 남북이 긴 지형으로서 북쪽으로 과천시[.] 남쪽으로 수원시[.] 동쪽으로 용인시의 수지구과 성남시[.] 서쪽으로 안양시·군포시와 접한다. 경수산업도로 및 경부선 철도가 관통하고 있는 교통의 요충지이다.,http://www.uiwang.go.kr/culture/index
경기도,하남,305908,37.5392646,127.2148919,경기도 하남,31,30,https://tong.visitkorea.or.kr/cms/resource/06/2667406_image2_1.jpg,서울 강동구·송파구와 접하고 있는 수도권 도시로[.] 대부분의 주민이 서울지역에 직장을 두고 있다.,https://www.hanam.go.kr/www/contents.do?key=3334
경기도,용인,1077826,37.2410864,127.1775537,경기도 용인,31,23,https://tong.visitkorea.or.kr/cms/resource/92/1860092_image2_1.jpg,경도 127°01′~127°26′[.] 북위 37°05′~37°22′에 있다. 한반도 및 경기도의 중심에 있으며[.] 동쪽은 이천시[.] 서쪽은 수원시와 화성시[.] 남쪽은 안성시·평택시[.] 북쪽은 성남시·광주시와 접한다.,https://www.yongin.go.kr/tour/index.do
경기도,파주,472260,37.7598688,126.7801781,경기도 파주,31,27,https://tong.visitkorea.or.kr/cms/resource/35/2706535_image2_1.jpg,동부 및 북동부는 감악산(紺獄山:675m)·노고산(老姑山:401m) 등의 산봉을 경계로 양주시·연천군에 접하고[.] 남부는 명봉산(鳴鳳山:245m)·개명산(開明山) 등의 산봉을 경계로 고양시와 접하며[.] 북서부는 군사분계선으로 그 사이를 임진강(臨津江)이 흐른다.,https://tour.paju.go.kr/user/tour/main/index.do
경기도,이천,220904,37.271995200000006,127.4348221,경기도 이천,31,26,https://tong.visitkorea.or.kr/cms/resource/33/882433_image2_1.jpg,경도 127°20′~ 127°38′[.] 북위 37°03′~ 37°22′에 위치하고 있으며[.] 동쪽은 여주시[.] 북쪽은 광주시[.] 서쪽은 용인시·안성시[.] 남쪽은 충청북도 음성군 등과 접한다.,https://www.icheon.go.kr/tour/index.do
경기도,안성,189060,37.0079695,127.27967859999998,경기도 안성,31,16,https://tong.visitkorea.or.kr/cms/resource/43/1954543_image2_1.jpg,동쪽은 이천시[.] 서쪽은 평택시[.] 북쪽은 용인시와 접하고[.] 남동쪽은 차령산맥(車嶺山脈)을 경계로 충청북도의 음성군·진천군에 연결되며[.] 남서쪽은 충청남도의 천안시와 이어져서 경기도·충청북도·충청남도 3도의 도계(道界)를 형성한다.,https://www.anseong.go.kr/tour/main.do
경기도,김포,483642,37.6152464,126.7156325,경기도 김포,31,8,https://tong.visitkorea.or.kr/cms/resource/76/2377576_image2_1.jpeg,북쪽과 동쪽으로 한강을 사이에 두고 각각 북한 개풍군과 파주시·고양시[.] 남쪽과 염하를 사이에 둔 서쪽으로 인천광역시[.] 남동쪽으로 서울특별시에 접한다. 강화만 및 한강 하구부·염하 등이 3면을 둘러싸 반도 형태를 이루어 김포반도라 부른다.,http://www.gimpo.go.kr/culture/index.do
경기도,화성,870361,37.199493200000006,126.8311887,경기도 화성,31,31,https://tong.visitkorea.or.kr/cms/resource/29/2482729_image2_1.jpg,북쪽으로 안산시·수원시[.] 동쪽으로 용인시[.] 남쪽으로 오산시 및 평택시와 접하고[.] 서쪽으로 경기만의 경기도 안산시에 속하는 여러 섬과 대하면서 그 지만(支灣)인 남양만(南陽灣)·아산만(牙山灣)에 면한다.,https://tour.hscity.go.kr/NEW/0index/index.jsp
경기도,광주,384714,37.4171413,127.2561413,경기도 광주,31,5,https://tong.visitkorea.or.kr/cms/resource/56/2612856_image2_1.jpg,동쪽으로 여주시·양평군[.] 서쪽으로 성남시[.] 남쪽으로 용인시·이천시에 접하고[.] 북쪽으로 한강을 사이에 두고 서울특별시와 경기도 남양주시에 접한다.,https://www.gjcity.go.kr/tour/main.do
경기도,양주,235394,37.7852875,127.0458453,경기도 양주,31,18,https://tong.visitkorea.or.kr/cms/resource/61/1889961_image2_1.jpg,동쪽은 포천시[.] 서쪽은 파주시·고양시[.] 남쪽은 고양시·서울특별시[.] 북쪽은 연천군·동두천시와 접하고 있다. 동경 127°06′∼127°54′[.] 북위 37°39′∼37°56′에 위치한다. 면적은 310.36㎢이고[.] 인구는 20만 5184명(2015년 현재)이다. 행정구역으로는 1개 읍[.] 4개 면[.] 6개 행정동(17개 법정동)[.] 100개 행정리(37개 법정리)가 있다. 시청은 경기도 양주시 남방동에 있다.,https://www.yangju.go.kr/tour/index.do
경기도,포천,147597,37.8949148,127.2003551,경기도 포천,31,29,https://tong.visitkorea.or.kr/cms/resource/94/2031794_image2_1.jpg,동쪽과 북동쪽으로 가평군[.] 강원도 화천군[.] 서쪽으로 천보산맥(天寶山脈)을 경계로 양주시[.] 남쪽으로 의정부시·남양주시[.] 북서쪽으로 한탄강·지장봉(地藏峰)·화인봉(花人峰) 등을 경계로 연천군[.] 북쪽으로 강원도 철원군과 접한다.,https://www.pocheon.go.kr/ktour/index.do
경기도,여주,112177,37.2980237,127.6371628,경기도 여주,31,20,https://tong.visitkorea.or.kr/cms/resource/91/1955791_image2_1.jpg,대략 한반도의 중앙부에 해당되고 동쪽은 강원도 원주시와 충청북도 충주시[.] 남서쪽은 이천시[.] 서쪽은 광주시[.] 북쪽은 양평군과 접한다.,http://www.yeoju.go.kr/main/culture/
경기도,연천,43042,38.0964438,127.0748335,경기도 연천,31,21,https://tong.visitkorea.or.kr/cms/resource/97/1859997_image2_1.jpg,서쪽은 북한 황해도 장단군[.] 남쪽은 파주시·양주시·동두천시[.] 동쪽은 포천시·강원도 철원군[.] 북쪽은 강원도 철원군·황해도 금천군에 접한다.,https://www.yeoncheon.go.kr/tour/index.do
경기도,가평,62364,37.8315403,127.5098827,경기도 가평,31,1,https://tong.visitkorea.or.kr/cms/resource/77/219377_image2_1.jpg,북쪽으로 강원도 화천군[.] 동쪽으로 강원도 춘천시·홍천군[.] 남쪽으로 양평군[.] 서쪽으로 남양주시·포천시에 접한다.,https://www.gptour.go.kr/
경기도,양평,120012,37.4912195,127.4875607,경기도 양평,31,19,https://tong.visitkorea.or.kr/cms/resource/83/2560083_image2_1.jpg,북쪽은 가평군과 강원도 홍천군[.] 서쪽은 북한강을 사이에 두고 남양주시·광주시[.] 남쪽은 여주시[.] 동쪽은 강원도 횡성군·원주시와 접한다.,http://tour.yp21.net/gcontent/intro.asp
강원도,춘천,282511,37.8813153,127.7299707,강원도 춘천,32,13,https://tong.visitkorea.or.kr/cms/resource/36/2712636_image2_1.jpg,북쪽은 화천군·양구군[.] 서쪽은 경기도 가평군[.] 남쪽은 홍천군[.] 동쪽은 인제군과 접한다. 시를 상징하는 꽃은 개나리[.] 나무는 은행나무[.] 새는 산까치[.] 동물은 호랑이이다.,http://tour.chuncheon.go.kr/
강원도,원주,354978,37.3422186,127.9201621,강원도 원주,32,9,https://tong.visitkorea.or.kr/cms/resource/51/2531651_image2_1.JPG,경도 127°54′∼128°03′[.] 북위 37°17′∼37°24′에 있다. 한반도의 중심부이자[.] 강원도의 남서부에 있으며[.] 반도의 백두대간에 남북으로 길게 뻗은 태백산맥을 중심으로 서남쪽에 자리잡고 있다. 동쪽은 영월군·횡성군[.] 서쪽은 경기도 여주시·양평군[.] 북쪽은 횡성군[.] 남쪽은 충청북도 충주시·제천시와 접한다.,https://www.wonju.go.kr/tour/index.do
강원도,강릉,212784,37.751853,128.8760574,강원도 강릉,32,1,https://tong.visitkorea.or.kr/cms/resource/96/598296_image2_1.jpg,북쪽으로 양양군[.] 서쪽으로 홍천군·평창군·정선군[.] 남쪽으로 동해시와 접하고[.] 동쪽으로 동해와 만난다.,http://www.gntour.go.kr/
강원도,동해,89999,37.52471920000001,129.1142915,강원도 동해,32,3,https://tong.visitkorea.or.kr/cms/resource/40/2671440_image2_1.jpg,북쪽은 강릉시 옥계면[.] 서쪽은 정선군 임계면[.] 남쪽은 삼척시 하장면·미로면·교동[.] 동쪽은 바다에 접한다. 동서 길이 약 17.8km[.] 남북 길이 약 19.8km이다. 10개 동으로 이루어져 있으며[.] 시청 소재지는 동해시 천곡동 806번지이다.,http://www.dh.go.kr/tour/index.htm
강원도,태백,41419,37.1640654,128.9855649,강원도 태백,32,14,https://tong.visitkorea.or.kr/cms/resource/70/2656670_image2_1.jpg,북쪽과 동쪽으로 삼척시[.] 남쪽으로 경상북도 봉화군[.] 서쪽으로 영월군·정선군에 접한다.,http://tour.taebaek.go.kr/site/ko/pages/index.jsp
강원도,속초,82254,38.2070148,128.5918489,강원도 속초,32,5,https://tong.visitkorea.or.kr/cms/resource/40/2616840_image2_1.jpg,북쪽으로 고성군 토성면[.] 서쪽으로 인제군 북면[.] 남쪽으로 양양군 강현면 등과 접하고[.] 동쪽으로는 동해와 접한다.,https://www.sokchotour.com/
강원도,삼척,64073,37.4498683,129.16520590000002,강원도 삼척,32,4,https://tong.visitkorea.or.kr/cms/resource/60/2665260_image2_1.jpg,북쪽은 동해시[.] 서쪽은 정선군·태백시[.] 남쪽은 경상북도 울진군·봉화군에 접하고[.] 동쪽은 동해에 면한다. 동서간 거리 46.7km[.] 남북간 거리 59.5 km이다. ,http://tour.samcheok.go.kr/main/
강원도,홍천,68619,37.6969518,127.8886827,강원도 홍천,32,16,https://tong.visitkorea.or.kr/cms/resource/70/608470_image2_1.jpg,남한의 시·군 가운데 면적이 가장 넓으며[.] 서울특별시의 3배이다. 북쪽으로 춘천시와 인제군[.] 서쪽으로 경기도 가평군·양평군[.] 남쪽으로 횡성군과 평창군[.] 동쪽으로 양양군과 강릉시에 접한다.,https://www.hongcheon.go.kr/tour/index.do
강원도,횡성,46614,37.4917566,127.9849295,강원도 횡성,32,18,https://tong.visitkorea.or.kr/cms/resource/21/2657021_image2_1.jpg,북쪽으로 홍천군[.] 서쪽으로 경기도 양평군[.] 남쪽으로 원주시·영월군[.] 동쪽으로 평창군에 접한다.,http://www.hsg.go.kr/tour.web
강원도,영월,38057,37.183637,128.4617535,강원도 영월,32,8,https://tong.visitkorea.or.kr/cms/resource/85/483785_image2_1.jpg,북쪽으로 정선군·평창군[.] 서쪽으로 횡성군·원주시[.] 남쪽으로 충청북도 제천시·단양군 및 경상북도 영주시·봉화군[.] 동쪽으로 강원도 태백시에 접한다.,http://www.ywtour.go.kr/
강원도,평창,41109,37.370474,128.38997690000002,강원도 평창,32,15,https://tong.visitkorea.or.kr/cms/resource/90/2616890_image2_1.jpg,태백산맥에 위치해 있어 해발고도가 700m 이상인 곳이 전체 면적의 약 60%를 차지한다. 특히 북·서·동 3면은 높은 산지로 둘러싸여 있으며[.] 남쪽으로 경사진 지형을 나타낸다.,http://tour.pc.go.kr/
강원도,정선,35952,37.3807549,128.66095049999998,강원도 정선,32,11,https://tong.visitkorea.or.kr/cms/resource/18/582618_image2_1.jpg,북쪽으로는 강릉시와 접하고[.] 북서쪽으로는 평창군이[.] 남쪽은 영월군이[.] 동쪽으로는 동해시·삼척시·태백시와 인접한다.,https://www.jeongseon.go.kr/tour
강원도,철원,43932,38.14660900000001,127.3132256,강원도 철원,32,12,https://tong.visitkorea.or.kr/cms/resource/99/2567099_image2_1.jpg,동쪽으로 화천군[.] 서쪽으로 연천군[.] 포천시[.] 남쪽으로 포천시[.] 북쪽으로 평강군[.] 김화군과 접한다. 군을 상징하는 꽃은 철쭉이고[.] 나무는 잣나무[.] 새는 두루미이다. 군의 중앙을 북동쪽에서 남서쪽으로 흐르는 한탄강을 중심으로 북서부 평야지역과 남동부 산지로 크게 양분된다.,http://tour.cwg.go.kr/site/tour/main.do
강원도,화천,24408,38.1056484,127.7080492,강원도 화천,32,17,https://tong.visitkorea.or.kr/cms/resource/81/172381_image2_1.jpg,북쪽으로 철원군[.] 서쪽으로 경기도 포천시·가평군[.] 남쪽으로 춘천시[.] 동쪽으로 양구군에 접한다. ,http://tour.ihc.go.kr/hb/portal
강원도,양구,22027,38.1100701,127.9898825,강원도 양구,32,6,https://tong.visitkorea.or.kr/cms/resource/15/2668215_image2_1.jpg,북쪽은 창도군[.] 동쪽은 인제군[.] 남쪽은 춘천시[.] 서쪽은 화천군·철원군과 접한다. 태백산맥의 연봉들이 남북으로 지나는데[.] 군의 동단부에는 가칠봉(加七峰:1[.]242m)·대우산(大愚山:1[.]179m)·대암산(大巖山:1[.]304m)이 이어지고[.] 중앙부에는 지혜산(智惠山:1[.]024m)·봉화산(烽火山:875m)[.] 서단부에는 어은산(魚隱山:1[.]277m)·백석산(白石山:1[.]142m)·사명산(四明山:1[.]198m)을 연결하는 봉우리가 이어져 군 전체가 험준한 내륙 산간지역을 이룬다.,http://www.ygtour.kr/
강원도,인제,31835,38.0694675,128.17069909999998,강원도 인제,32,10,https://tong.visitkorea.or.kr/cms/resource/55/2607555_image2_1.jpg,동경 127°59′~ 128°32′[.] 북위 37°21′~ 37°36′에 위치하고 있다. 강원도의 중동부 태백산맥을 중심으로 한 영서북부지역으로 한국의 중앙부에 위치해 있다.,http://tour.inje.go.kr/tour
강원도,고성,26924,38.3801292,128.4674385,강원도 고성,32,2,https://tong.visitkorea.or.kr/cms/resource/87/217287_image2_1.jpg,북쪽으로 통천군[.] 남쪽으로 속초시[.] 서쪽으로 회양군과 인제군에 접하고[.] 동쪽으로 동해에 면하고 있다. 서쪽은 금강산(金剛山:1[.]638m)·무산(巫山:1[.]319m)·향로봉(香爐峰:1[.]293m)을 연결하는 태백산맥의 분수령이 험준한 산악을 이루고[.] 동해안 쪽으로 급사면을 이루다가 해안에 이르러 좁은 평야를 이룬다.,https://www.gwgs.go.kr/tour/index.do
강원도,양양,28035,38.0753925,128.6188503,강원도 양양,32,7,https://tong.visitkorea.or.kr/cms/resource/47/2711347_image2_1.jpg,북쪽으로 속초시[.] 서쪽으로 인제군[.] 남쪽으로 강릉시·홍천군에 접하고[.] 동쪽으로 동해에 면한다.,https://tour.yangyang.go.kr/tour
충청북도,청주,847392,36.6424341,127.4890319,충청북도 청주,33,10,https://tong.visitkorea.or.kr/cms/resource/41/2601641_image2_1.jpg,충청북도 중앙부에 있는 도청소재지. 2014년 7월 1일 청원군과 통합하여 도농통합시로 출범하였다. 동쪽으로 괴산군과 보은군[.] 서쪽으로 세종특별자치시와 충남 천안시[.] 남쪽으로 대전광역시[.] 북쪽으로 진천군·증평군과 접한다. 서울에서 동남쪽으로 128㎞ 거리에 있으며[.] 충청북도의 도청소재지로서 정치·행정·경제·교육·문화의 중심지이다.,http://www.cheongju.go.kr/tour/index.do
충청북도,충주,209638,36.9910113,127.9259497,충청북도 충주,33,11,https://tong.visitkorea.or.kr/cms/resource/86/2392686_image2_1.jpg,동쪽은 제천시[.] 서쪽은 음성군[.] 남쪽은 괴산군[.] 경상북도 문경시[.] 북쪽은 경기도 여주시과 강원도 원주시와 접하고 있다. 1읍 12면 12동으로 이루어져 있으며[.] 시청 소재지는 충주시 금능동 700번지이다. 시를 상징하는 꽃은 국화[.] 나무는 사과나무[.] 새는 원앙이다.,https://www.chungju.go.kr/tour/
충청북도,제천,132313,37.1325821,128.1909481,충청북도 제천,33,7,https://tong.visitkorea.or.kr/cms/resource/60/489560_image2_1.jpg,동쪽으로는 단양군과 강원도 영월군[.] 서쪽으로는 충주시[.] 남쪽으로는 경상북도 문경시[.] 북쪽으로는 강원도 원주시와 접한다. 수리적으로는 동경 127°55′∼128°20′[.] 북위 36°48′∼37°25′에 있다. 1995년 제천군과 통합시를 이루어 현재 1읍 7면 9동으로 이루어졌고 시청소재지는 천남동이다.,https://tour.jecheon.go.kr/base/main/view
