sido_sgg,theme,name,address,link
인천 인천,해변,십리포해수욕장,인천광역시 옹진군 영흥면 내리 734,https://map.naver.com/v5/search/인천 해변/place/11491745?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
광주 광주,산,무등산,광주 북구 금곡동,https://map.naver.com/v5/search/광주 산/place/13491705?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
광주 광주,산,어등산,광주 광산구 선동,https://map.naver.com/v5/search/광주 산/place/11491462?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
광주 광주,산,삼각산,광주 북구 장등동,https://map.naver.com/v5/search/광주 산/place/16312652?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
광주 광주,산,금당산,광주 남구 진월동,https://map.naver.com/v5/search/광주 산/place/16293033?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
광주 광주,산,제석산,광주 남구 봉선동,https://map.naver.com/v5/search/광주 산/place/35689708?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
광주 광주,산,분적산,광주 남구 노대동,https://map.naver.com/v5/search/광주 산/place/16269025?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
광주 광주,계곡,원효계곡,광주 북구 금곡동,https://map.naver.com/v5/search/광주 계곡/place/16313380?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
대전 대전,산,식장산,대전 동구 대성동,https://map.naver.com/v5/search/대전 산/place/11491454?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
대전 대전,산,계족산,대전 대덕구 장동,https://map.naver.com/v5/search/대전 산/place/20027300?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
대전 대전,산,보문산,대전 중구 대사동,https://map.naver.com/v5/search/대전 산/place/13490989?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
대전 대전,산,갑하산,대전 유성구 갑동,https://map.naver.com/v5/search/대전 산/place/13491152?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
대전 대전,산,장태산,대전 서구 장안동,https://map.naver.com/v5/search/대전 산/place/11491512?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
대전 대전,산,구봉산,대전 서구 괴곡동,https://map.naver.com/v5/search/대전 산/place/16295979?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
대전 대전,계곡,화산계곡상부,대전 유성구 덕명동,https://map.naver.com/v5/search/대전 계곡/place/1828743993?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
대전 대전,계곡,수통골,대전 유성구 덕명동,https://map.naver.com/v5/search/대전 계곡/place/17704054?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
대전 대전,계곡,부엉떼미,대전 동구 주촌동,https://map.naver.com/v5/search/대전 계곡/place/37784066?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
울산 울산,산,고헌산,울산 울주군 상북면,https://map.naver.com/v5/search/울산 산/place/13491912?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
울산 울산,산,대운산,울산 울주군 온양읍,https://map.naver.com/v5/search/울산 산/place/13491400?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
울산 울산,산,영축산,울산 울주군 삼남읍,https://map.naver.com/v5/search/울산 산/place/13520790?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
울산 울산,산,가지산,울산 울주군 상북면,https://map.naver.com/v5/search/울산 산/place/13490999?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
울산 울산,산,천황산,울산 울주군 상북면,https://map.naver.com/v5/search/울산 산/place/13491341?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
울산 울산,산,신불산,울산 울주군 상북면,https://map.naver.com/v5/search/울산 산/place/13491381?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
울산 울산,해변,일산해수욕장,울산광역시 동구 일산동,https://map.naver.com/v5/search/울산 해변/place/13491605?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
울산 울산,해변,주전몽돌해변,울산광역시 동구 주전동,https://map.naver.com/v5/search/울산 해변/place/16588503?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
울산 울산,해변,강동몽돌해변,울산광역시 북구 산하동,https://map.naver.com/v5/search/울산 해변/place/13491522?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
울산 울산,해변,나사해수욕장,울산광역시 울주군 서생면,https://map.naver.com/v5/search/울산 해변/place/13491310?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
울산 울산,해변,솔개해수욕장,울산광역시 울주군 서생면 진하리,https://map.naver.com/v5/search/울산 해변/place/16612939?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
울산 울산,계곡,작천정계곡,울산광역시 울주군 삼남면 교동리,https://map.naver.com/v5/search/울산 계곡/place/13491149?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
울산 울산,계곡,석남사 계곡,울산광역시 울주군 상북면 이천리,https://map.naver.com/v5/search/울산 계곡/place/13491117?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
울산 울산,계곡,내원암계곡,울산광역시 울주군 온양읍 대운상대길 225-92,https://map.naver.com/v5/search/울산 계곡/place/16604547?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
울산 울산,계곡,철구소,울산광역시 울주군 상북면 이천리,https://map.naver.com/v5/search/울산 계곡/place/1227215375?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
울산 울산,계곡,천전리각석계곡,울산광역시 울주군 두동면 천전리,https://map.naver.com/v5/search/울산 계곡/place/13491132?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
울산 울산,강,태화강,울산광역시 북구 명촌동,https://map.naver.com/v5/search/울산 강/place/13491191?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
세종 세종,강,미호천,세종특별자치시  연기면 세종리 23-161,https://map.naver.com/v5/search/세종 강/place/1326970024?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 수원,산,칠보산,수원 권선구 호매실동,https://map.naver.com/v5/search/경기도 수원 산/place/19205742?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 수원,산,팔달산,수원 팔달구 우만1동,https://map.naver.com/v5/search/경기도 수원 산/place/11491566?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 수원,산,청명산,수원 영통구 영통동,https://map.naver.com/v5/search/경기도 수원 산/place/19295695?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 수원,산,덕성산,수원 장안구 이목동,https://map.naver.com/v5/search/경기도 수원 산/place/19197444?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 수원,산,숙지산,수원 팔달구 화서동,https://map.naver.com/v5/search/경기도 수원 산/place/19208920?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 수원,산,여기산,수원 권선구 서둔동,https://map.naver.com/v5/search/경기도 수원 산/place/19204209?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 성남,산,영장산,성남 수정구 복정동,https://map.naver.com/v5/search/경기도 성남 산/place/19216781?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 성남,산,태봉산,성남 분당구 궁내동,https://map.naver.com/v5/search/경기도 성남 산/place/36267248?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 성남,산,태봉산,성남 분당구 대장동,https://map.naver.com/v5/search/경기도 성남 산/place/19229932?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 성남,산,인릉산,성남 수정구 심곡동,https://map.naver.com/v5/search/경기도 성남 산/place/19218663?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 성남,산,고불산,성남 중원구 갈현동,https://map.naver.com/v5/search/경기도 성남 산/place/18269146?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 성남,산,봉바위산,성남 수정구 금토동,https://map.naver.com/v5/search/경기도 성남 산/place/19219091?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 의정부,산,사패산,의정부 의정부동,https://map.naver.com/v5/search/경기도 의정부 산/place/13542960?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 의정부,산,부용산,의정부 민락동,https://map.naver.com/v5/search/경기도 의정부 산/place/19239184?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 의정부,계곡,안골계곡,경기도 의정부시 가능동,https://map.naver.com/v5/search/경기도 의정부 계곡/place/13496665?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 안양,산,삼성산,안양 만안구 석수동,https://map.naver.com/v5/search/경기도 안양 산/place/19243723?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 안양,산,관악산산림욕장,안양 동안구 비산동,https://map.naver.com/v5/search/경기도 안양 산/place/1545952985?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 안양,계곡,삼막사계곡,경기도 안양시 만안구 석수동,https://map.naver.com/v5/search/경기도 안양 계곡/place/13495928?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 부천,산,원미산,부천 원미동,https://map.naver.com/v5/search/경기도 부천 산/place/37406014?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 부천,산,성주산,부천 심곡본동,https://map.naver.com/v5/search/경기도 부천 산/place/19259962?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 부천,산,춘의산,부천 도당동,https://map.naver.com/v5/search/경기도 부천 산/place/36143085?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 부천,산,멀미산,부천 역곡동,https://map.naver.com/v5/search/경기도 부천 산/place/19254981?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 부천,산,지향산,부천 고강동,https://map.naver.com/v5/search/경기도 부천 산/place/19266069?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 부천,산,할미산,부천 계수동,https://map.naver.com/v5/search/경기도 부천 산/place/19259199?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 광명,산,구름산,광명 소하동,https://map.naver.com/v5/search/경기도 광명 산/place/13491235?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 광명,산,도덕산,광명 철산동,https://map.naver.com/v5/search/경기도 광명 산/place/11491357?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 광명,산,가학산,광명 소하동,https://map.naver.com/v5/search/경기도 광명 산/place/31317242?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 광명,산,서독산,광명 가학동,https://map.naver.com/v5/search/경기도 광명 산/place/31317244?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
경기도 광명,산,성채산,광명 일직동,https://map.naver.com/v5/search/경기도 광명 산/place/18942396?placePath=%3Fentry%3Dpll%26from%3Dnx%26fromNxList%3Dtrue&placeSearchOption=entry%3Dpll%26fromNxList%3Dtrue
